Name	p-value
phosphatidylinositol-3,5-bisphosphate[c]	0.84961
gamma-linolenoyl-CoA[r]	0.85038
N-acetylneuraminate-9-phosphate[c]	0.85043
1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate[c]	0.85091
(2E)-hexadecenoyl-CoA[r]	0.85175
selenomethionine[c]	0.85191
(11Z,14Z)-eicosadienoyl-CoA[r]	0.85194
(15Z)-tetracosenoyl-CoA[r]	0.85194
(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[r]	0.85194
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[r]	0.85194
(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[r]	0.85194
D-4-phosphopantothenate[c]	0.85207
4(R),8-dimethyl-nonanoyl-CoA[m]	0.8523
5-Octenoyl-Coenzyme-A[m]	0.8523
pyruvate[p]	0.85247
mgacpail-heparan-sulfate[r]	0.85309
N-acetylglucosamine-6-phosphate[c]	0.85348
3-oxo-hexacosenoyl-CoA[p]	0.85386
inositol-1,3-bisphosphate[c]	0.85421
palmitoyl-CoA[r]	0.85428
urea[m]	0.85486
3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoyl-coa[p]	0.85504
D-glucuronate-1-phosphate[c]	0.85583
dolichyl-D-glucosyl-phosphate[c]	0.85583
CTP[m]	0.85589
guanosine[m]	0.85625
1-phosphatidyl-myo-inositol-3,5-bisphosphate[c]	0.85745
glycogen[c]	0.8575
dGDP[c]	0.85779
dopamine[s]	0.85807
guanidine[c]	0.85807
guanidine[s]	0.85807
histamine[s]	0.85807
prostaglandin-F2alpha[s]	0.85807
serotonin[s]	0.85807
N-methylhistamine[s]	0.85807
1,3-diaminopropane[s]	0.85807
CDP-diacylglycerol-CL-pool[c]	0.85962
ubiquinone[c]	0.8608
ubiquinol[c]	0.8608
stearoyl-CoA[r]	0.86086
3-hydroxy-L-kynurenine[c]	0.86108
crotonyl-CoA[m]	0.86131
22beta-hydroxycholesterol[m]	0.86137
23s,25-dihydroxyvitamin-D3[m]	0.86137
24-oxo-1alpha,23,25-trihydroxyvitamin-D3[c]	0.86137
24-oxo-1alpha,23,25-trihydroxyvitamin-D3[m]	0.86137
25-hydroxyvitamin-D3-26,23-lactone[c]	0.86137
25-hydroxyvitamin-D3-26,23-lactone[m]	0.86137
2-methoxy-6-(all-trans-decaprenyl)phenol[m]	0.86137
calcitetrol[c]	0.86137
calcitetrol[m]	0.86137
2-Decaprenyl-6-Methoxy-1,4-Benzoquinone[m]	0.86137
acetylcholine[c]	0.86148
acetylcholine[s]	0.86148
10,13,16-docosatrienoyl-CoA[r]	0.86185
12,15,18,21-tetracosatetraenoyl-CoA[r]	0.86185
docosanoyl-CoA[p]	0.86343
lauroyl-CoA[p]	0.86343
Methionyl-Tryptophanyl-Phenylalanine[s]	0.86351
Methionyl-Tryptophanyl-Phenylalanine[c]	0.86351
uridine[m]	0.86373
(2E)-hexenoyl-CoA[m]	0.86384
glucosaminyl-acylphosphatidylinositol[r]	0.86535
ibuprofen-S[c]	0.86749
pyruvate[c]	0.86797
[protein]-N6,N6,N6-trimethyl-L-lysine[r]	0.86826
N6,N6,N6-trimethyl-L-lysine[r]	0.86826
[protein][r]	0.86826
dUTP[m]	0.86856
cholesterol[l]	0.86876
nicotinamide-D-ribonucleotide[c]	0.86885
3-Hydroxy-Adipoyl-Coenzyme-A[p]	0.86893
3-Hydoxy-Suberyl-Coenzyme-A[p]	0.86893
1,2-diacylglycerol-LD-PC-pool[s]	0.87001
[protein]-L-lysine[c]	0.87011
[protein]-L-serine[g]	0.8708
L-2-amino-3-oxobutanoic-acid[m]	0.87367
ornithine[c]	0.87375
acrylyl-CoA[m]	0.87415
ibuprofen-CoA-S-form[c]	0.87482
3-dehydrosphinganine[c]	0.87546
myristoyl-CoA[m]	0.87546
dUMP[n]	0.87588
palmitoyl-CoA[m]	0.87619
sphinganine-1-phosphate[c]	0.87646
2-hydroxybutyrate[c]	0.87752
UDP-N-acetyl-D-galactosamine[g]	0.87755
butyryl-[ACP][c]	0.87853
glutamine[m]	0.88006
2-aminoadipate-6-semialdehyde[m]	0.88092
PG-CL-pool[c]	0.88125
globoside[g]	0.88173
dTMP[m]	0.88199
5-S-glutathionyl-dopamine[s]	0.88231
3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA[p]	0.88277
linoleoyl-CoA[m]	0.88326
alpha-tocopherol[c]	0.88409
alpha-tocopherol[s]	0.88409
dTDP[c]	0.88434
butyryl-CoA[m]	0.88596
2-deoxy-D-ribose-5-phosphate[c]	0.88637
octanoyl-CoA[m]	0.88673
G00006[r]	0.88692
PGP-CL-pool[m]	0.88745
PC-LD-pool[s]	0.88829
cytidine[s]	0.88855
guanosine[s]	0.88855
4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol[c]	0.88872
cholesterol-ester-10-hepta[r]	0.89036
cholesterol-ester-11,14,17-eico[r]	0.89036
cholesterol-ester-11,14-eicosa[r]	0.89036
cholesterol-ester-11-docose[r]	0.89036
cholesterol-ester-11-eico[r]	0.89036
cholesterol-ester-13,16,19-doco[r]	0.89036
cholesterol-ester-13,16-docosa[r]	0.89036
cholesterol-ester-13-docose[r]	0.89036
cholesterol-ester-13-eicose[r]	0.89036
cholesterol-ester-13-octade[r]	0.89036
cholesterol-ester-15-tetra[r]	0.89036
cholesterol-ester-4,7,10,13,16,19-doco[r]	0.89036
cholesterol-ester-4,7,10,13,16-docosa[r]	0.89036
cholesterol-ester-5,8,11,14,17-eico[r]	0.89036
cholesterol-ester-5,8,11-eico[r]	0.89036
cholesterol-ester-5-tetra[r]	0.89036
cholesterol-ester-6,9,12,15,18,21-tetra[r]	0.89036
cholesterol-ester-6,9,12,15,18-tetraco[r]	0.89036
cholesterol-ester-6,9,12,15-octa[r]	0.89036
cholesterol-ester-6,9-octa[r]	0.89036
cholesterol-ester-7,10,13,16,19-docosa[r]	0.89036
cholesterol-ester-7,10,13,16-docosa[r]	0.89036
cholesterol-ester-7-hexa[r]	0.89036
cholesterol-ester-7-tetrade[r]	0.89036
cholesterol-ester-8,11,14,17-eico[r]	0.89036
cholesterol-ester-8,11-eico[r]	0.89036
cholesterol-ester-9,12,15,18,21-tetra[r]	0.89036
cholesterol-ester-9,12,15,18-tetraco[r]	0.89036
cholesterol-ester-9-eicose[r]	0.89036
cholesterol-ester-9-heptade[r]	0.89036
cholesterol-ester-9-octa[r]	0.89036
cholesterol-ester-9-tetrade[r]	0.89036
cholesterol-ester-arach[r]	0.89036
cholesterol-ester-cis-vac[r]	0.89036
cholesterol-ester-dihomo-gamma[r]	0.89036
cholesterol-ester-docosa[r]	0.89036
cholesterol-ester-eico[r]	0.89036
cholesterol-ester-gamma-lin[r]	0.89036
cholesterol-ester-heneico[r]	0.89036
cholesterol-ester-hepta[r]	0.89036
cholesterol-ester-hexacosa[r]	0.89036
cholesterol-ester-hexecose[r]	0.89036
cholesterol-ester-laur[r]	0.89036
cholesterol-ester-lin[r]	0.89036
cholesterol-ester-linolen[r]	0.89036
cholesterol-ester-myrist[r]	0.89036
cholesterol-ester-nanode[r]	0.89036
cholesterol-ester-ol[r]	0.89036
cholesterol-ester-palm[r]	0.89036
cholesterol-ester-palmn[r]	0.89036
cholesterol-ester-penta[r]	0.89036
cholesterol-ester-stea[r]	0.89036
cholesterol-ester-tetraco[r]	0.89036
cholesterol-ester-trico[r]	0.89036
cholesterol-ester-tridec[r]	0.89036
GMP[s]	0.89153
L-2-aminoadipate[m]	0.89204
isoleucine[m]	0.89266
leucine[m]	0.89266
valine[m]	0.89266
AKG[s]	0.89267
gamma-glutamyl-cysteine[c]	0.89352
IDP[c]	0.89388
cholesterol-ester-pool[l]	0.89408
calcidiol[m]	0.89411
dihomo-gamma-linolenoyl-CoA[m]	0.89627
(R)-3-hydroxybutanoate[c]	0.89669
(R)-3-hydroxybutanoate[s]	0.89669
2-hydroxybutyrate[s]	0.89669
acetoacetate[s]	0.89669
D-lactate[s]	0.89669
L-lactate[s]	0.89669
propanoate[s]	0.89669
pyruvate[s]	0.89669
retinoate[s]	0.89669
but-2-enoyl-[ACP][c]	0.89672
AMP[s]	0.89674
uridine[c]	0.89701
1D-myo-inositol-1,3,4-trisphosphate[c]	0.8974
CDP[n]	0.89748
dCDP[n]	0.89748
dCTP[n]	0.89748
dGDP[n]	0.89748
dGTP[n]	0.89748
GDP[n]	0.89748
succinate[p]	0.89792
cholesterol-ester-10,13,16,19-docosa[r]	0.89821
cholesterol-ester-10,13,16-docosa[r]	0.89821
cholesterol-ester-12,15,18,21-tetracosa[r]	0.89821
Leucylleucine[c]	0.89835
L-lactate[c]	0.89937
2-acetyl-1-alkyl-sn-glycero-3-phosphocholine[c]	0.89938
sn-glycerol-3-phosphate[m]	0.90013
dehydroalanine[c]	0.90021
dehydrodolichol-diphosphate[c]	0.90204
cholesterol[m]	0.90213
ascorbate[c]	0.90231
acetate[s]	0.90232
5-S-glutathionyl-L-dopa[s]	0.9031
xanthosine-5-phosphate[c]	0.90324
acetate[p]	0.90444
cholate[c]	0.90444
cholate[m]	0.90444
cholate[p]	0.90444
Adipic-Acid[p]	0.90444
Dodecanedioic-Acid[p]	0.90444
Suberic-Acid[p]	0.90444
GA1[c]	0.90547
GA1[g]	0.90547
GD1b[g]	0.90547
GM1[g]	0.90547
acetone[c]	0.90569
leukotriene-A5[c]	0.90571
leukotriene-B5[c]	0.90571
prostaglandin-F2alpha[c]	0.90589
N-acetylglucosamine-1-phosphate[c]	0.9059
2-hydroxyphenylacetate[c]	0.90662
acetone[m]	0.90662
butyrate[m]	0.90662
2-hydroxyphenylacetate[s]	0.90662
atorvastatin-acid[s]	0.90662
atorvastatin-acid[c]	0.90662
dUMP[m]	0.90704
3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[c]	0.90773
(R)-3-hydroxybutanoate[m]	0.90959
D-glucitol[s]	0.911
guanidinoacetate[c]	0.91324
dADP[c]	0.91387
sialyl-T-antigen[g]	0.9139
alpha-GalNAc-globoside[g]	0.91474
SM-pool[s]	0.91723
thymidine[m]	0.9175
dAMP[c]	0.91816
L-fucose-1-phosphate[c]	0.91966
3-deoxy-D-glycero-D-galacto-2-nonulosonic-acid-9-phosphate[c]	0.92185
deoxyuridine[c]	0.9236
3-phospho-D-glycerate[m]	0.92368
(2E)-octenoyl-CoA[m]	0.924
UDP[m]	0.92459
ITP[c]	0.92506
dCDP[m]	0.92549
dCTP[m]	0.92549
dTDP[m]	0.92549
dTTP[m]	0.92549
9-cis-retinal[c]	0.92957
CDP[m]	0.92967
dIDP[c]	0.92967
dTDP[n]	0.92967
dTTP[n]	0.92967
(2E)-hexadecenoyl-CoA[m]	0.93067
deoxyribose[c]	0.93133
ribose[c]	0.93133
sphingosine-1-phosphate[c]	0.93145
acetaldehyde[p]	0.93222
ethanol[p]	0.93222
1-phosphatidyl-1D-myo-inositol-5-phosphate[c]	0.93311
1-phosphatidyl-1D-myo-inositol-5-phosphate[g]	0.93342
1-phosphatidyl-1D-myo-inositol-5-phosphate[r]	0.93342
PI-pool[g]	0.93342
D-lactate[m]	0.93351
(2E)-tetradecenoyl-CoA[m]	0.93586
glycine[s]	0.93613
[protein]-N6,N6,N6-trimethyl-L-lysine[c]	0.93769
Suberyl-Coenzyme-A[p]	0.93776
heparan-sulfate-proteoglycan[l]	0.93938
dITP[c]	0.94007
ADP[g]	0.9404
ATP[g]	0.9404
N-acetylmannosamine-6-phosphate[c]	0.94196
dehydroascorbic-acid[c]	0.94483
2-oxoglutaramate[m]	0.94574
Adipoyl-Coenzyme-A[p]	0.94585
1-phosphatidyl-1D-myo-inositol-3-phosphate[c]	0.94712
glycogenin-G4G4[c]	0.9486
glycogenin-G7[c]	0.9486
deoxyuridine[m]	0.94923
(2E)-decenoyl-CoA[m]	0.9502
9-cis-retinol[c]	0.95062
acetoacetate[m]	0.95129
PI-pool[r]	0.95361
dGTP[m]	0.95438
CMP[n]	0.95476
UMP[n]	0.95476
ADP[r]	0.95566
ATP[r]	0.95658
1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate[n]	0.95691
1-phosphatidyl-1D-myo-inositol-3-phosphate[n]	0.95743
PGP-CL-pool[c]	0.95787
acetone[s]	0.96122
phenylpyruvate[s]	0.96122
(2E)-dodecenoyl-CoA[m]	0.96162
dolichol[r]	0.96197
G10599[r]	0.96197
ceramide-pool[s]	0.96724
cys-gly[c]	0.96942
cys-gly[s]	0.96942
glycogenin-G4G7[c]	0.97053
mannose-6-phosphate[c]	0.97385
SAM[c]	0.97399
CMP[c]	0.97617
dolichyl-D-glucosyl-phosphate[r]	0.97671
SAH[c]	0.97691
acetate[c]	0.97719
dADP[n]	0.97874
dATP[n]	0.97874

